High,Low,Open,Close,Volume,Adj Close
137.3300018,135.7599945,136.6000061,137.2700043,52485800,136.8648987
140,137.75,137.8999939,139.9600067,78852600,139.5469666
143.1499939,140.0700073,140.0700073,142.0200043,108181800,141.6008759
144.8899994,142.6600037,143.5399933,144.5700073,104911600,144.1433563
144.0599976,140.6699982,141.5800018,143.2400055,105575500,142.817276
145.6499939,142.6499939,142.75,145.1100006,99890800,144.6817627
146.3200073,144,146.2100067,144.5,76299700,144.0735474
147.4600067,143.6300049,144.0299988,145.6399994,100827100,145.2101898
149.5700073,147.6799927,148.1000061,149.1499939,127050800,148.7098236
150,147.0899963,149.2400055,148.4799957,106820300,148.0418091
149.7599945,145.8800049,148.4600067,146.3899994,93251400,145.9579773
144.0700073,141.6699982,143.75,142.4499969,121434600,142.0296021
147.1000061,142.9600067,143.4600067,146.1499939,96350000,145.718689
146.1300049,144.6300049,145.5299988,145.3999939,74993500,144.9708862
148.1999969,145.8099976,145.9400024,146.8000031,77338200,146.3667603
148.7200012,146.9199982,147.5500031,148.5599976,71447400,148.1215668
149.8300018,147.6999969,148.2700043,148.9900055,72434100,148.5503082
149.2100067,145.5500031,149.1199951,146.7700043,104818600,146.336853
146.9700012,142.5399933,144.8099976,144.9799957,118931200,144.552124
146.5500031,144.5800018,144.6900024,145.6399994,56699500,145.2101898
146.3300018,144.1100006,144.3800049,145.8600006,70382000,145.4295349
146.9499969,145.25,146.3600006,145.5200043,62880000,145.0905609
148.0399933,145.1799927,145.8099976,147.3600006,64786600,146.9251099
147.7899933,146.2799988,147.2700043,146.9499969,56368300,146.5163269
147.8399963,146.1699982,146.9799957,147.0599976,46397700,146.6260071
147.1100006,145.6300049,146.3500061,146.1399994,54067400,145.9270172
146.6999969,145.5200043,146.1999969,146.0899963,48908700,145.8770905
147.7100067,145.3000031,146.4400024,145.6000061,69023100,145.3878174
146.7200012,145.5299988,146.0500031,145.8600006,48493500,145.6474304
149.0500031,145.8399963,146.1900024,148.8899994,72282600,148.6730194
149.4400024,148.2700043,148.9700012,149.1000061,59318800,148.8827209
151.1900024,146.4700012,148.5399933,151.1199951,103296000,150.899765
151.6799927,149.0899963,150.2299957,150.1900024,92229700,149.9711304
150.7200012,146.1499939,149.8000031,146.3600006,86326000,146.146698
148,144.5,145.0299988,146.6999969,86960300,146.4862061
148.5,146.7799988,147.4400024,148.1900024,59947400,147.9740448
150.1900024,147.8899994,148.3099976,149.7100067,60131800,149.4918365
150.8600006,149.1499939,149.4499969,149.6199951,48606400,149.401947
150.3200073,147.8000031,149.8099976,148.3600006,58991300,148.1437836
149.1199951,147.5099945,148.3500061,147.5399933,48597200,147.3249817
148.75,146.8300018,147.4799957,148.6000061,55721500,148.3834534
153.4900055,148.6100006,149,153.1199951,90956700,152.8968506
152.8000031,151.2899933,152.6600037,151.8300018,86453100,151.6087341
154.9799957,152.3399963,152.8300018,152.5099945,80313700,152.287735
154.7200012,152.3999939,153.8699951,153.6499939,71115500,153.4260712
154.6300049,153.0899963,153.7599945,154.3000031,57808700,154.0751343
157.2599945,154.3899994,154.9700012,156.6900024,82278300,156.4616547
157.0399933,153.9799957,156.9799957,155.1100006,74420200,154.8839569
156.1100006,153.9499969,155.4900055,154.0700073,57305700,153.8454742
155.4799957,148.6999969,155,148.9700012,140646400,148.7528992
151.4199982,148.75,150.6300049,149.5500031,102404300,149.3320618
151.0700073,146.9100037,150.3500061,148.1199951,109296300,147.904129
149.4400024,146.3699951,148.5599976,149.0299988,83281300,148.8128052
148.9700012,147.2200012,148.4400024,148.7899933,68034100,148.5731506
148.8200073,145.7599945,148.8200073,146.0599976,129868800,145.8471375
144.8399963,141.2700043,143.8000031,142.9400024,123478900,142.7316895
144.6000061,142.7799988,143.9299927,143.4299927,75834000,143.2209625
146.4299927,143.6999969,144.4499969,145.8500061,76404300,145.6374512
147.0800018,145.6399994,146.6499939,146.8300018,64838200,146.6160278
147.4700012,145.5599976,145.6600037,146.9199982,53477900,146.7058868
145.9600067,143.8200073,145.4700012,145.3699951,74150700,145.1581421
144.75,141.6900024,143.25,141.9100037,108972300,141.703186
144.4499969,142.0299988,142.4700012,142.8300018,74602000,142.6218567
144.3800049,141.2799988,143.6600037,141.5,88934200,141.2937927
142.9199982,139.1100006,141.8999939,142.6499939,94639600,142.4421082
142.2100067,138.2700043,141.7599945,139.1399994,98322000,138.9372253
142.2400055,139.3600006,139.4900055,141.1100006,80861100,140.9043579
142.1499939,138.3699951,139.4700012,142,83221100,141.7930603
144.2200012,142.7200012,143.0599976,143.2899933,61732700,143.0811768
144.1799927,142.5599976,144.0299988,142.8999939,58718700,142.6917419
144.8099976,141.8099976,142.2700043,142.8099976,64452200,142.6018829
143.25,141.0399933,143.2299957,141.5099945,73035900,141.303772
141.3999939,139.1999969,141.2400055,140.9100037,78762700,140.7046509
143.8800049,141.5099945,142.1100006,143.7599945,69907100,143.5504913
144.8999939,143.5099945,143.7700043,144.8399963,67885200,144.6289215
146.8399963,143.1600037,143.4499969,146.5500031,85589200,146.3364258
149.1699982,146.5500031,147.0099945,148.7599945,76378900,148.5431976
149.75,148.1199951,148.6999969,149.2599945,58418800,149.0424805
149.6399994,147.8699951,148.8099976,149.4799957,61421000,149.262146
150.1799927,148.6399994,149.6900024,148.6900024,58883400,148.4733124
149.3699951,147.6199951,148.6799927,148.6399994,50720600,148.4233856
150.8399963,149.0099945,149.3300018,149.3200073,60893400,149.1024017
149.7299957,148.4900055,149.3600006,148.8500061,56094900,148.6330872
153.1699982,149.7200012,149.8200073,152.5700073,100077900,152.3476563
149.9400024,146.4100037,147.2200012,149.8000031,124850400,149.5816956
149.6999969,147.8000031,148.9900055,148.9600067,74588300,148.7429199
151.5700073,148.6499939,148.6600037,150.0200043,69122000,149.8013763
151.9700012,149.8200073,150.3899994,151.4900055,54511500,151.2692413
152.4299927,150.6399994,151.5800018,150.9600067,60394600,150.7400055
152.1999969,150.0599976,151.8899994,151.2799988,65414600,151.2799988
151.5700073,150.1600037,151.4100037,150.4400024,55020900,150.4400024
151.4299927,150.0599976,150.1999969,150.8099976,56787900,150.8099976
150.1300049,147.8500061,150.0200043,147.9199982,65187100,147.9199982
149.4299927,147.6799927,148.9600067,147.8699951,41000000,147.8699951
150.3999939,147.4799957,148.4299927,149.9900055,63632600,149.9900055
151.8800049,149.4299927,150.3699951,150,59222800,150
151.4900055,149.3399963,149.9400024,151,59256200,151
155,150.9900055,151,153.4900055,88807000,153.4900055
158.6699982,153.0500031,153.7100067,157.8699951,137827700,157.8699951
161.0200043,156.5299988,157.6499939,160.5500031,117305600,160.5500031
165.6999969,161,161.6799927,161.0200043,117467900,161.0200043
161.8000031,159.0599976,161.1199951,161.4100037,96041900,161.4100037
162.1399994,159.6399994,160.75,161.9400024,69463600,161.9400024
160.4499969,156.3600006,159.5700073,156.8099976,76959800,156.8099976
161.1900024,158.7899933,159.3699951,160.2400055,88748200,160.2400055
165.5200043,159.9199982,159.9900055,165.3000031,174048100,165.3000031
170.3000031,164.5299988,167.4799957,164.7700043,152052500,164.7700043
164.1999969,157.8000031,158.7400055,163.7599945,136739200,163.7599945
164.9600067,159.7200012,164.0200043,161.8399963,117938300,161.8399963
167.8800049,164.2799988,164.2899933,165.3200073,107497000,165.3200073
171.5800018,168.3399963,169.0800018,171.1799927,120405400,171.1799927
175.9600067,170.6999969,172.1300049,175.0800018,116998900,175.0800018
176.75,173.9199982,174.9100037,174.5599976,108923700,174.5599976
179.6300049,174.6900024,175.2100067,179.4499969,115228100,179.4499969
182.1300049,175.5299988,181.1199951,175.7400055,153237000,175.7400055
177.7400055,172.2100067,175.25,174.3300018,139380400,174.3300018
179.5,172.3099976,175.1100006,179.3000031,131063300,179.3000031
181.1399994,170.75,179.2799988,172.2599945,150185800,172.2599945
173.4700012,169.6900024,169.9299927,171.1399994,195432700,171.1399994
170.5800018,167.4600067,168.2799988,169.75,107499100,169.75
173.1999969,169.1199951,171.5599976,172.9900055,91185900,172.9900055
175.8600006,172.1499939,173.0399933,175.6399994,92135300,175.6399994
176.8500061,175.2700043,175.8500061,176.2799988,68356600,176.2799988
180.4199982,177.0700073,177.0899963,180.3300018,74919600,180.3300018
181.3300018,178.5299988,180.1600037,179.2899933,79144300,179.2899933
180.6300049,178.1399994,179.3300018,179.3800049,62348900,179.3800049
180.5700073,178.0899963,179.4700012,178.1999969,59773000,178.1999969
179.2299957,177.2599945,178.0899963,177.5700073,64062300,177.5700073
High,Low,Open,Close,Volume,Adj Close
135.3800049,130.9299927,133.75,134.1399994,106239800,133.3181305
136.3099976,134.6100006,135.7299957,134.9900055,83305400,134.1629181
135.7700043,133.6100006,135.7599945,133.9400024,89880900,133.1193542
137.3999939,134.5899963,136.3000031,137.3899994,84183100,136.5482025
137.4199982,135.8600006,137.3500061,136.7599945,75693800,136.1251678
136.9600067,134.9199982,136.0299988,136.9100037,71297200,136.2744904
137.8800049,135.8500061,136.6199951,136.0099945,76774200,135.3786469
136.9900055,134.3999939,136.4799957,135.3899994,73046600,134.7615356
136.3899994,133.7700043,135.8999939,135.1300049,64280000,134.5027466
135.5299988,133.6900024,134.3500061,135.3699951,60145100,134.7416229
136.0099945,132.7899933,135.4900055,133.1900024,80576300,132.5717468
132.2200012,129.4700012,131.25,130.8399963,97918500,130.2326508
130,127.4100037,129.1999969,129.7100067,96856700,129.1079102
130.7100067,128.8000031,130.2400055,129.8699951,87668800,129.2671509
129.7200012,125.5999985,128.0099945,126,103916400,125.415123
126.7099991,118.3899994,123.7600021,125.8600006,158273000,125.2757721
125.5599976,122.2300034,124.9400024,125.3499985,111039900,124.7681427
126.4599991,120.5400009,124.6800003,120.9899979,148199500,120.4283752
124.8499985,121.1999969,122.5899963,121.2600021,164560400,120.6971283
127.9300003,122.7900009,123.75,127.7900009,116307900,127.1968155
128.7200012,125.0100021,128.4100037,125.1200027,102260900,124.5392151
125.7099991,121.8399963,124.8099976,122.0599976,112966300,121.4934158
123.5999985,118.6200027,121.75,120.1299973,178155000,119.5723648
121.9400024,117.5699997,120.9800034,121.4199982,153766600,120.8563843
121,116.2099991,120.9300003,116.3600006,154376600,115.81987
122.0599976,118.7900009,119.0299988,121.0899963,129525800,120.527916
122.1699982,119.4499969,121.6900024,119.9800034,111943300,119.4230728
123.2099991,121.2600021,122.5400009,121.9599991,103026500,121.3938828
121.1699982,119.1600037,120.4000015,121.0299988,88105100,120.4681854
124,120.4199982,121.4100037,123.9899979,92403800,123.4144516
127.2200012,124.7200012,125.6999969,125.5699997,115227900,124.9871216
125.8600006,122.3399963,124.0500031,124.7600021,111932600,124.1808853
123.1800003,120.3199997,122.8799973,120.5299988,121229700,119.9705124
121.4300003,119.6800003,119.9000015,119.9899979,185549500,119.4330215
123.8700027,120.2600021,120.3300018,123.3899994,111912300,122.8172455
124.2399979,122.1399994,123.3300018,122.5400009,95467100,121.9711838
122.9000015,120.0699997,122.8199997,120.0899963,88530500,119.5325546
121.6600037,119,119.5400009,120.5899963,98844700,120.0302277
121.4800034,118.9199982,120.3499985,121.2099991,94071200,120.6473541
122.5800018,120.7300034,121.6500015,121.3899994,80819200,120.8265228
120.4000015,118.8600006,120.1100006,119.9000015,85671900,119.3434372
123.5199966,121.1500015,121.6500015,122.1500015,118323800,121.5830002
124.1800003,122.4899979,123.6600037,123,75089100,122.4290466
126.1600037,123.0699997,123.8700027,125.9000015,88651200,125.3155975
127.1299973,125.6500015,126.5,126.2099991,80171300,125.6241531
127.9199982,125.1399994,125.8300018,127.9000015,83466700,127.3063126
130.3899994,128.5200043,128.9499969,130.3600006,88844600,129.7548828
133.0399933,129.4700012,129.8000031,133,106686700,132.3826141
132.8500061,130.6300049,132.5200043,131.2400055,91420000,130.6308136
134.6600037,131.9299927,132.4400024,134.4299927,91266500,133.8059998
135,131.6600037,134.9400024,132.0299988,87222800,131.4171295
135,133.6399994,133.8200073,134.5,89347100,133.8756714
134.6699982,133.2799988,134.3000031,134.1600037,84922400,133.537262
135.4700012,133.3399963,133.5099945,134.8399963,94264200,134.2140961
135.5299988,131.8099976,135.0200043,133.1100006,94812300,132.4921265
133.75,131.3000031,132.3600006,133.5,68847100,132.8803101
134.1499939,131.4100037,133.0399933,131.9400024,84566500,131.3275604
135.1199951,132.1600037,132.1600037,134.3200073,78657500,133.6965027
135.0599976,133.5599976,134.8300018,134.7200012,66905100,134.0946503
135.4100037,134.1100006,135.0099945,134.3899994,66015800,133.7661896
135.0200043,133.0800018,134.3099976,133.5800018,107760100,132.9599457
137.0700073,132.4499969,136.4700012,133.4799957,151101000,132.8603973
133.5599976,131.0700073,131.7799988,131.4600067,109839500,130.8497925
134.0700073,131.8300018,132.0399933,132.5399933,75135100,131.9247437
131.4900055,126.6999969,131.1900024,127.8499985,137564700,127.2565384
130.4499969,127.9700012,129.1999969,128.1000061,84000900,127.5053864
129.75,127.1299973,127.8899994,129.7400055,78128300,129.1377716
131.2599945,129.4799957,130.8500061,130.2100067,78973300,129.8257294
129.5399933,126.8099976,129.4100037,126.8499985,88071200,126.475647
126.2699966,122.7699966,123.5,125.9100037,126142800,125.5384216
124.6399994,122.25,123.4000015,122.7699966,112172300,122.4076843
126.1500015,124.2600021,124.5800018,124.9700012,105861300,124.6011963
127.8899994,125.8499985,126.25,127.4499969,81918000,127.0738678
126.9300003,125.1699982,126.8199997,126.2699966,74244600,125.8973465
126.9899979,124.7799988,126.5599976,124.8499985,63342900,124.4815445
124.9199982,122.8600006,123.1600037,124.6900024,92612000,124.3220215
127.7200012,125.0999985,125.2300034,127.3099976,76857100,126.934288
128,125.2099991,127.8199997,125.4300003,79295400,125.0598373
127.9400024,125.9400024,126.0100021,127.0999985,63092900,126.7249069
128.3200073,126.3199997,127.8199997,126.9000015,72009500,126.5254974
127.3899994,126.4199982,126.9599991,126.8499985,56575900,126.475647
127.6399994,125.0800018,126.4400024,125.2799988,94625600,124.9102783
125.8000031,124.5500031,125.5699997,124.6100006,71311100,124.2422562
125.3499985,123.9400024,125.0800018,124.2799988,67637100,123.9132309
125.2399979,124.0500031,124.2799988,125.0599976,59278900,124.6909256
124.8499985,123.1299973,124.6800003,123.5400009,76229200,123.175415
126.1600037,123.8499985,124.0699997,125.8899994,75169300,125.5184784
126.3199997,124.8300018,126.1699982,125.9000015,71057600,125.52845
128.4600067,126.2099991,126.5999985,126.7399979,74403800,126.3659668
127.75,126.5199966,127.2099991,127.1299973,56877900,126.7548141
128.1900024,125.9400024,127.0199966,126.1100006,71186400,125.7378311
127.4400024,126.0999985,126.5299988,127.3499985,53522400,126.9741669
130.5399933,127.0699997,127.8199997,130.4799957,96906500,130.0949249
130.6000061,129.3899994,129.9400024,129.6399994,62746300,129.2574005
130.8899994,128.4600067,130.3699951,130.1499939,91815000,129.7658997
132.5500031,129.6499939,129.8000031,131.7899933,96721700,131.401062
131.5099945,130.2400055,130.7100067,130.4600067,108953300,130.0749969
132.4100037,129.2100067,130.3000031,132.3000031,79663300,131.9095612
134.0800018,131.6199951,132.1300049,133.9799957,74783600,133.5845947
134.3200073,133.2299957,133.7700043,133.6999969,60214200,133.3054352
134.6399994,132.9299927,134.4499969,133.4100037,68711000,133.0162811
133.8899994,132.8099976,133.4600067,133.1100006,70783700,132.7171783
135.25,133.3500061,133.4100037,134.7799988,62111300,134.3822327
136.4900055,134.3500061,134.8000031,136.3300018,64556100,135.9276581
137.4100037,135.8699951,136.1699982,136.9600067,63261400,136.5558167
137.3300018,135.7599945,136.6000061,137.2700043,52485800,136.8648987
140,137.75,137.8999939,139.9600067,78852600,139.5469666
143.1499939,140.0700073,140.0700073,142.0200043,108181800,141.6008759
144.8899994,142.6600037,143.5399933,144.5700073,104911600,144.1433563
144.0599976,140.6699982,141.5800018,143.2400055,105575500,142.817276
145.6499939,142.6499939,142.75,145.1100006,99890800,144.6817627
146.3200073,144,146.2100067,144.5,76299700,144.0735474
147.4600067,143.6300049,144.0299988,145.6399994,100827100,145.2101898
149.5700073,147.6799927,148.1000061,149.1499939,127050800,148.7098236
150,147.0899963,149.2400055,148.4799957,106820300,148.0418091
149.7599945,145.8800049,148.4600067,146.3899994,93251400,145.9579773
144.0700073,141.6699982,143.75,142.4499969,121434600,142.0296021
147.1000061,142.9600067,143.4600067,146.1499939,96350000,145.718689
146.1300049,144.6300049,145.5299988,145.3999939,74993500,144.9708862
148.1999969,145.8099976,145.9400024,146.8000031,77338200,146.3667603
148.7200012,146.9199982,147.5500031,148.5599976,71447400,148.1215668
149.8300018,147.6999969,148.2700043,148.9900055,72434100,148.5503082
149.2100067,145.5500031,149.1199951,146.7700043,104818600,146.336853
146.9700012,142.5399933,144.8099976,144.9799957,118931200,144.552124
146.5500031,144.5800018,144.6900024,145.6399994,56699500,145.2101898
146.3300018,144.1100006,144.3800049,145.8600006,70382000,145.4295349
146.9499969,145.25,146.3600006,145.5200043,62880000,145.0905609
148.0399933,145.1799927,145.8099976,147.3600006,64786600,146.9251099
147.7899933,146.2799988,147.2700043,146.9499969,56368300,146.5163269
147.8399963,146.1699982,146.9799957,147.0599976,46397700,146.6260071
147.1100006,145.6300049,146.3500061,146.1399994,54067400,145.9270172
146.6999969,145.5200043,146.1999969,146.0899963,48908700,145.8770905
147.7100067,145.3000031,146.4400024,145.6000061,69023100,145.3878174
146.7200012,145.5299988,146.0500031,145.8600006,48493500,145.6474304
149.0500031,145.8399963,146.1900024,148.8899994,72282600,148.6730194
149.4400024,148.2700043,148.9700012,149.1000061,59318800,148.8827209
151.1900024,146.4700012,148.5399933,151.1199951,103296000,150.899765
151.6799927,149.0899963,150.2299957,150.1900024,92229700,149.9711304
150.7200012,146.1499939,149.8000031,146.3600006,86326000,146.146698
148,144.5,145.0299988,146.6999969,86960300,146.4862061
148.5,146.7799988,147.4400024,148.1900024,59947400,147.9740448
150.1900024,147.8899994,148.3099976,149.7100067,60131800,149.4918365
150.8600006,149.1499939,149.4499969,149.6199951,48606400,149.401947
150.3200073,147.8000031,149.8099976,148.3600006,58991300,148.1437836
149.1199951,147.5099945,148.3500061,147.5399933,48597200,147.3249817
148.75,146.8300018,147.4799957,148.6000061,55721500,148.3834534
153.4900055,148.6100006,149,153.1199951,90956700,152.8968506
152.8000031,151.2899933,152.6600037,151.8300018,86453100,151.6087341
154.9799957,152.3399963,152.8300018,152.5099945,80313700,152.287735
154.7200012,152.3999939,153.8699951,153.6499939,71115500,153.4260712
154.6300049,153.0899963,153.7599945,154.3000031,57808700,154.0751343
157.2599945,154.3899994,154.9700012,156.6900024,82278300,156.4616547
157.0399933,153.9799957,156.9799957,155.1100006,74420200,154.8839569
156.1100006,153.9499969,155.4900055,154.0700073,57305700,153.8454742
155.4799957,148.6999969,155,148.9700012,140646400,148.7528992
151.4199982,148.75,150.6300049,149.5500031,102404300,149.3320618
151.0700073,146.9100037,150.3500061,148.1199951,109296300,147.904129
149.4400024,146.3699951,148.5599976,149.0299988,83281300,148.8128052
148.9700012,147.2200012,148.4400024,148.7899933,68034100,148.5731506
148.8200073,145.7599945,148.8200073,146.0599976,129868800,145.8471375
144.8399963,141.2700043,143.8000031,142.9400024,123478900,142.7316895
144.6000061,142.7799988,143.9299927,143.4299927,75834000,143.2209625
146.4299927,143.6999969,144.4499969,145.8500061,76404300,145.6374512
147.0800018,145.6399994,146.6499939,146.8300018,64838200,146.6160278
147.4700012,145.5599976,145.6600037,146.9199982,53477900,146.7058868
145.9600067,143.8200073,145.4700012,145.3699951,74150700,145.1581421
144.75,141.6900024,143.25,141.9100037,108972300,141.703186
144.4499969,142.0299988,142.4700012,142.8300018,74602000,142.6218567
144.3800049,141.2799988,143.6600037,141.5,88934200,141.2937927
142.9199982,139.1100006,141.8999939,142.6499939,94639600,142.4421082
142.2100067,138.2700043,141.7599945,139.1399994,98322000,138.9372253
142.2400055,139.3600006,139.4900055,141.1100006,80861100,140.9043579
142.1499939,138.3699951,139.4700012,142,83221100,141.7930603
144.2200012,142.7200012,143.0599976,143.2899933,61732700,143.0811768
144.1799927,142.5599976,144.0299988,142.8999939,58718700,142.6917419
144.8099976,141.8099976,142.2700043,142.8099976,64452200,142.6018829
143.25,141.0399933,143.2299957,141.5099945,73035900,141.303772
141.3999939,139.1999969,141.2400055,140.9100037,78762700,140.7046509
143.8800049,141.5099945,142.1100006,143.7599945,69907100,143.5504913
144.8999939,143.5099945,143.7700043,144.8399963,67885200,144.6289215
146.8399963,143.1600037,143.4499969,146.5500031,85589200,146.3364258
149.1699982,146.5500031,147.0099945,148.7599945,76378900,148.5431976
149.75,148.1199951,148.6999969,149.2599945,58418800,149.0424805
149.6399994,147.8699951,148.8099976,149.4799957,61421000,149.262146
150.1799927,148.6399994,149.6900024,148.6900024,58883400,148.4733124
149.3699951,147.6199951,148.6799927,148.6399994,50720600,148.4233856
150.8399963,149.0099945,149.3300018,149.3200073,60893400,149.1024017
149.7299957,148.4900055,149.3600006,148.8500061,56094900,148.6330872
153.1699982,149.7200012,149.8200073,152.5700073,100077900,152.3476563
149.9400024,146.4100037,147.2200012,149.8000031,124850400,149.5816956
149.6999969,147.8000031,148.9900055,148.9600067,74588300,148.7429199
151.5700073,148.6499939,148.6600037,150.0200043,69122000,149.8013763
151.9700012,149.8200073,150.3899994,151.4900055,54511500,151.2692413
152.4299927,150.6399994,151.5800018,150.9600067,60394600,150.7400055
152.1999969,150.0599976,151.8899994,151.2799988,65414600,151.2799988
151.5700073,150.1600037,151.4100037,150.4400024,55020900,150.4400024
151.4299927,150.0599976,150.1999969,150.8099976,56787900,150.8099976
150.1300049,147.8500061,150.0200043,147.9199982,65187100,147.9199982
149.4299927,147.6799927,148.9600067,147.8699951,41000000,147.8699951
150.3999939,147.4799957,148.4299927,149.9900055,63632600,149.9900055
151.8800049,149.4299927,150.3699951,150,59222800,150
151.4900055,149.3399963,149.9400024,151,59256200,151
155,150.9900055,151,153.4900055,88807000,153.4900055
158.6699982,153.0500031,153.7100067,157.8699951,137827700,157.8699951
161.0200043,156.5299988,157.6499939,160.5500031,117305600,160.5500031
165.6999969,161,161.6799927,161.0200043,117467900,161.0200043
161.8000031,159.0599976,161.1199951,161.4100037,96041900,161.4100037
162.1399994,159.6399994,160.75,161.9400024,69463600,161.9400024
160.4499969,156.3600006,159.5700073,156.8099976,76959800,156.8099976
161.1900024,158.7899933,159.3699951,160.2400055,88748200,160.2400055
165.5200043,159.9199982,159.9900055,165.3000031,174048100,165.3000031
170.3000031,164.5299988,167.4799957,164.7700043,152052500,164.7700043
164.1999969,157.8000031,158.7400055,163.7599945,136739200,163.7599945
164.9600067,159.7200012,164.0200043,161.8399963,117938300,161.8399963
167.8800049,164.2799988,164.2899933,165.3200073,107497000,165.3200073
171.5800018,168.3399963,169.0800018,171.1799927,120405400,171.1799927
175.9600067,170.6999969,172.1300049,175.0800018,116998900,175.0800018
176.75,173.9199982,174.9100037,174.5599976,108923700,174.5599976
179.6300049,174.6900024,175.2100067,179.4499969,115228100,179.4499969
182.1300049,175.5299988,181.1199951,175.7400055,153237000,175.7400055
177.7400055,172.2100067,175.25,174.3300018,139380400,174.3300018
179.5,172.3099976,175.1100006,179.3000031,131063300,179.3000031
181.1399994,170.75,179.2799988,172.2599945,150185800,172.2599945
173.4700012,169.6900024,169.9299927,171.1399994,195432700,171.1399994
170.5800018,167.4600067,168.2799988,169.75,107499100,169.75
173.1999969,169.1199951,171.5599976,172.9900055,91185900,172.9900055
175.8600006,172.1499939,173.0399933,175.6399994,92135300,175.6399994
176.8500061,175.2700043,175.8500061,176.2799988,68356600,176.2799988
180.4199982,177.0700073,177.0899963,180.3300018,74919600,180.3300018
181.3300018,178.5299988,180.1600037,179.2899933,79144300,179.2899933
180.6300049,178.1399994,179.3300018,179.3800049,62348900,179.3800049
180.5700073,178.0899963,179.4700012,178.1999969,59773000,178.1999969
179.2299957,177.2599945,178.0899963,177.5700073,64062300,177.5700073
